Timestamp	hive73	hive61	hive62	hive63	hive64	hive65	hive66	hive67	hive68	hive69	hive70	hive71
18/04/2014 14:09	29.71191406	31.69121951	31.75232047	30.42313324	30.65625333	30.43687761	30.40625	30.82022472	29.92679356	32.3431085	29.97962466	31.14903846
18/04/2014 14:24	29.71191406	31.75707317	31.75232047	30.44509517	30.63226357	30.41278509	30.40625	30.80263801	29.92679356	32.36510264	29.95549598	31.125
18/04/2014 14:39	29.73388672	31.75707317	31.77430386	30.5329429	30.72342467	30.43687761	30.45019531	30.80263801	29.94875549	32.45307918	29.95549598	31.125
18/04/2014 14:54	29.75585938	31.84487805	31.81827064	30.5329429	30.72342467	30.43687761	30.42822266	30.8641915	29.98828697	32.45307918	29.99892761	31.17307692
18/04/2014 15:09	29.73388672	31.88878049	31.81827064	30.55051245	30.72342467	30.46097013	30.47216797	30.88617489	29.97071742	32.45307918	30.0230563	31.17307692
18/04/2014 15:24	29.79980469	31.84487805	31.88422081	30.66032211	30.79539397	30.50915516	30.47216797	30.97410845	30.0102489	32.51466276	30.04718499	31.17307692
18/04/2014 15:39	29.82177734	31.99414634	31.92818759	30.77013177	30.86736326	30.5814327	30.55566406	31.01807523	30.05417277	32.55865103	30.11957105	31.24519231
18/04/2014 15:54	29.84375	31.86682927	31.92818759	30.66032211	30.86736326	30.60552522	30.53808594	31.01807523	30.05417277	32.55865103	30.11957105	31.24519231
18/04/2014 16:09	29.82177734	31.82292683	31.9062042	30.59443631	30.81938373	30.5814327	30.49414063	30.95212506	30.03221083	32.49266862	30.09544236	31.22115385
18/04/2014 16:24	29.79980469	31.88878049	31.84025403	30.59443631	30.7714042	30.53324767	30.49414063	30.90815828	30.0102489	32.45307918	30.07131367	31.19711538
18/04/2014 16:39	29.75585938	31.93268293	31.84025403	30.59443631	30.72342467	30.48506264	30.49414063	30.90815828	29.98828697	32.45307918	30.0230563	31.14903846
18/04/2014 16:54	29.73388672	31.84487805	31.86223742	30.63836018	30.7714042	30.53324767	30.49414063	30.90815828	29.98828697	32.47507331	30.04718499	31.19711538
18/04/2014 17:09	29.79980469	31.77902439	31.86223742	30.61639824	30.79539397	30.53324767	30.53808594	30.88617489	29.98828697	32.49266862	30.04718499	31.17307692
18/04/2014 17:24	29.75585938	31.91073171	31.88422081	30.68228404	30.79539397	30.53324767	30.53808594	30.95212506	30.0102489	32.49266862	30.07131367	31.17307692
18/04/2014 17:39	29.77783203	31.95463415	31.86223742	30.72620791	30.86736326	30.5814327	30.55566406	30.93014167	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 17:54	29.77783203	31.91073171	31.86223742	30.63836018	30.89135302	30.60552522	30.53808594	30.97410845	30.0102489	32.53665689	30.09544236	31.19711538
18/04/2014 18:09	29.77783203	31.88878049	31.88422081	30.66032211	30.86736326	30.5814327	30.53808594	30.97410845	30.0102489	32.53665689	30.11957105	31.22115385
18/04/2014 18:24	29.75585938	31.93268293	31.88422081	30.66032211	30.86736326	30.5814327	30.53808594	30.93014167	30.03221083	32.51466276	30.09544236	31.19711538
18/04/2014 18:39	29.77783203	31.86682927	31.88422081	30.66032211	30.84337349	30.5814327	30.57763672	30.95212506	30.03221083	32.53665689	30.07131367	31.19711538
18/04/2014 18:54	29.77783203	31.88878049	31.86223742	30.63836018	30.86736326	30.5814327	30.53808594	30.97410845	30.03221083	32.53665689	30.09544236	31.22115385
18/04/2014 19:09	29.75585938	31.91073171	31.88422081	30.68228404	30.86736326	30.5814327	30.55566406	30.99609184	30.03221083	32.51466276	30.09544236	31.22115385
18/04/2014 19:24	29.77783203	31.91073171	31.86223742	30.68228404	30.86736326	30.60552522	30.55566406	30.99609184	30.03221083	32.51466276	30.09544236	31.22115385
18/04/2014 19:39	29.77783203	31.88878049	31.86223742	30.68228404	30.86736326	30.5814327	30.55566406	30.99609184	30.03221083	32.51466276	30.09544236	31.22115385
18/04/2014 19:54	29.77783203	31.88878049	31.86223742	30.68228404	30.84337349	30.5814327	30.55566406	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 20:09	29.75585938	31.88878049	31.88422081	30.66032211	30.84337349	30.5814327	30.55566406	31.01807523	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 20:24	29.75585938	31.88878049	31.86223742	30.68228404	30.86736326	30.5814327	30.53808594	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 20:39	29.75585938	31.88878049	31.86223742	30.66032211	30.84337349	30.5814327	30.53808594	30.99609184	30.03221083	32.51466276	30.09544236	31.22115385
18/04/2014 20:54	29.77783203	31.88878049	31.86223742	30.68228404	30.84337349	30.5814327	30.53808594	30.97410845	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 21:09	29.75585938	31.88878049	31.86223742	30.66032211	30.84337349	30.5814327	30.55566406	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 21:24	29.77783203	31.88878049	31.86223742	30.66032211	30.84337349	30.5814327	30.53808594	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 21:39	29.77783203	31.88878049	31.86223742	30.66032211	30.84337349	30.5814327	30.53808594	30.99609184	30.03221083	32.49266862	30.07131367	31.24519231
18/04/2014 21:54	29.77783203	31.88878049	31.86223742	30.66032211	30.84337349	30.5814327	30.53808594	30.99609184	30.03221083	32.51466276	30.09544236	31.22115385
18/04/2014 22:09	29.75585938	31.88878049	31.88422081	30.66032211	30.84337349	30.5814327	30.53808594	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 22:24	29.77783203	31.88878049	31.88422081	30.66032211	30.81938373	30.5814327	30.53808594	30.97410845	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 22:39	29.75585938	31.88878049	31.88422081	30.66032211	30.84337349	30.5814327	30.55566406	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 22:54	29.75585938	31.88878049	31.84025403	30.66032211	30.81938373	30.5814327	30.55566406	30.99609184	30.05417277	32.51466276	30.07131367	31.22115385
18/04/2014 23:09	29.75585938	31.88878049	31.88422081	30.66032211	30.81938373	30.60552522	30.53808594	30.97410845	30.05417277	32.51466276	30.07131367	31.22115385
18/04/2014 23:24	29.77783203	31.88878049	31.88422081	30.66032211	30.81938373	30.5814327	30.53808594	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 23:39	29.75585938	31.88878049	31.88422081	30.66032211	30.81938373	30.60552522	30.53808594	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
18/04/2014 23:54	29.75585938	31.88878049	31.88422081	30.66032211	30.81938373	30.5814327	30.53808594	30.99609184	30.05417277	32.51466276	30.07131367	31.22115385
19/04/2014 00:09	29.75585938	31.88878049	31.88422081	30.63836018	30.79539397	30.5814327	30.53808594	30.99609184	30.03221083	32.49266862	30.07131367	31.22115385
19/04/2014 00:24	29.75585938	31.88878049	31.79628725	30.63836018	30.81938373	30.5814327	30.53808594	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
19/04/2014 00:39	29.77783203	31.86682927	31.88422081	30.63836018	30.79539397	30.5814327	30.53808594	30.99609184	30.03221083	32.49266862	30.07131367	31.22115385
19/04/2014 00:54	29.75585938	31.88878049	31.88422081	30.63836018	30.79539397	30.5814327	30.53808594	30.99609184	30.03221083	32.51466276	30.07131367	31.22115385
19/04/2014 01:09	29.75585938	31.88878049	31.88422081	30.63836018	30.79539397	30.5814327	30.53808594	30.99609184	30.03221083	32.49266862	30.07131367	31.22115385
19/04/2014 01:24	29.75585938	31.88878049	31.88422081	30.63836018	30.79539397	30.5814327	30.53808594	30.97410845	30.03221083	32.51466276	30.07131367	31.22115385
19/04/2014 01:39	29.75585938	31.88878049	31.88422081	30.63836018	30.79539397	30.5814327	30.51611328	30.97410845	30.03221083	32.49266862	30.07131367	31.22115385
19/04/2014 01:54	29.75585938	31.88878049	31.84025403	30.66032211	30.79539397	30.5814327	30.53808594	30.97410845	30.03221083	32.49266862	30.07131367	31.19711538
19/04/2014 02:09	29.73388672	31.88878049	31.88422081	30.63836018	30.79539397	30.5814327	30.53808594	30.97410845	30.03221083	32.49266862	30.07131367	31.22115385
19/04/2014 02:24	29.75585938	31.88878049	31.88422081	30.63836018	30.79539397	30.5814327	30.53808594	30.97410845	30.03221083	32.49266862	30.07131367	31.19711538
19/04/2014 02:39	29.75585938	31.86682927	31.88422081	30.63836018	30.79539397	30.5814327	30.53808594	30.97410845	30.03221083	32.49266862	30.07131367	31.19711538
19/04/2014 02:54	29.75585938	31.86682927	31.88422081	30.63836018	30.79539397	30.5814327	30.51611328	30.97410845	30.03221083	32.49266862	30.07131367	31.19711538
19/04/2014 03:09	29.75585938	31.86682927	31.88422081	30.63836018	30.79539397	30.55734019	30.51611328	30.97410845	30.03221083	32.49266862	30.04718499	31.19711538
19/04/2014 03:24	29.75585938	31.86682927	31.88422081	30.63836018	30.7714042	30.55734019	30.51611328	30.97410845	30.03221083	32.49266862	30.04718499	31.19711538
19/04/2014 03:39	29.75585938	31.86682927	31.86223742	30.63836018	30.79539397	30.55734019	30.51611328	30.97410845	30.03221083	32.49266862	30.07131367	31.19711538
